record_id,date,province,city,district,prov_code,city_code,district_code,lat,lon,channel,brand,sku,visits,sales_rmb,revenue_rmb
R00033,2025/9/19,陕西省,西安市,长安区,24,2401,240105,34.330011,108.876139,线下-便利店,盒马鲜生,家居,5,840.44,644.91
R00034,2025/10/4,上海市,上海市,浦东新区,11,1101,110101,31.323995,121.431441,线下-便利店,沃尔玛,零食,5,884.98,811.27
R00035,2025/10/31,北京市,北京市,朝阳区,12,1201,120101,39.909169,116.42776,线下-便利店,大润发,零食,6,1409.24,145.61
R00036,2025/11/29,广东省,深圳市,福田区,16,1602,160202,22.511223,114.046322,线下-专卖店,沃尔玛,零食,2,314.2,1261.59
R00037,2025/9/10,四川省,成都市,青羊区,13,1301,130102,30.564033,104.083268,线下-便利店,大润发,生鲜,4,1682.93,2671.68
R00038,2025/9/24,北京市,北京市,丰台区,12,1201,120105,39.887978,116.430201,线上-即时零售,沃尔玛,饮料,5,985.7,1997.71
R00039,2025/10/10,广东省,广州市,白云区,16,1601,160104,23.252021,113.316935,线下-专卖店,盒马鲜生,生鲜,3,1035.01,372.15
R00040,2025/11/29,广东省,广州市,白云区,16,1601,160104,23.11227,113.290409,线上-即时零售,沃尔玛,饮料,2,10.02,1138.2
R00041,2025/10/6,四川省,成都市,武侯区,13,1301,130103,30.630036,104.04371,线上-电商,大润发,家居,6,906.96,793.33
R00042,2025/12/5,山东省,济南市,天桥区,15,1501,150104,36.668443,117.178698,线下-大卖场,沃尔玛,日用品,4,570.45,960.4
R00043,2025/11/25,辽宁省,沈阳市,铁西区,22,2201,220105,41.840983,123.432262,线上-电商,沃尔玛,家居,4,484.54,1537.12
R00044,2025/9/16,重庆市,重庆市,九龙坡区,23,2301,230105,29.607325,106.541232,线下-大卖场,大润发,生鲜,4,0.0,59.17
R00045,2025/10/27,上海市,上海市,黄浦区,11,1101,110105,31.251229,121.494784,线上-电商,沃尔玛,饮料,9,689.72,1005.9
R00046,2025/12/11,天津市,天津市,滨海新区,14,1401,140105,39.160564,117.204627,线下-专卖店,家乐福,零食,2,1542.14,913.44
R00047,2025/10/7,山东省,济南市,历城区,15,1501,150105,36.617251,117.140946,线上-即时零售,盒马鲜生,饮料,6,1011.99,598.65
R00048,2025/10/24,广东省,深圳市,罗湖区,16,1602,160203,22.632418,114.038719,线下-大卖场,盒马鲜生,日用品,6,754.99,1240.22
R00049,2025/9/20,天津市,天津市,和平区,14,1401,140101,39.12412,117.132724,线下-专卖店,盒马鲜生,饮料,3,670.24,125.04
R00050,2025/9/25,上海市,上海市,黄浦区,11,1101,110105,31.265124,121.467971,线下-专卖店,大润发,生鲜,8,880.37,1672.15
R00051,2025/12/10,上海市,上海市,闵行区,11,1101,110102,31.246551,121.474761,线下-便利店,沃尔玛,生鲜,3,1386.06,1604.46
R00052,2025/11/14,浙江省,杭州市,萧山区,19,1901,190105,30.259068,120.200063,线上-电商,大润发,家居,5,1025.34,1005.98
R00053,2025/10/20,上海市,上海市,闵行区,11,1101,110102,31.077326,121.429386,线下-大卖场,沃尔玛,零食,3,989.1,226.92
R00054,2025/9/29,浙江省,杭州市,上城区,19,1901,190103,30.271871,120.245216,线上-电商,盒马鲜生,日用品,6,1277.29,0.0
R00055,2025/9/25,浙江省,杭州市,萧山区,19,1901,190105,30.456228,119.9385,线下-便利店,大润发,零食,10,1210.85,425.39
R00056,2025/11/25,山东省,济南市,天桥区,15,1501,150104,36.63086,116.966203,线下-大卖场,家乐福,饮料,5,1655.37,522.33
R00057,2025/11/8,浙江省,杭州市,拱墅区,19,1901,190102,30.297741,120.094466,线下-专卖店,大润发,饮料,5,479.18,924.7
R00058,2025/11/11,上海市,上海市,闵行区,11,1101,110102,31.244873,121.425211,线上-电商,沃尔玛,生鲜,7,735.53,886.53
R00059,2025/10/20,广东省,广州市,天河区,16,1601,160101,23.221025,113.257224,线下-便利店,家乐福,家居,5,920.11,0.0
R00060,2025/9/30,北京市,北京市,西城区,12,1201,120103,39.943742,116.469551,线上-电商,盒马鲜生,零食,2,403.87,1602.09
R00061,2025/9/30,重庆市,重庆市,沙坪坝区,23,2301,230104,29.602012,106.546236,线上-即时零售,家乐福,饮料,5,873.38,390.23
R00062,2025/10/13,福建省,厦门市,湖里区,21,2101,210102,24.299833,117.843817,线下-大卖场,家乐福,零食,4,740.83,1489.54
R00063,2025/12/13,天津市,天津市,河东区,14,1401,140104,39.101613,117.144857,线下-便利店,大润发,家居,3,1122.53,765.17
R00064,2025/9/5,河南省,郑州市,金水区,18,1801,180101,34.859607,113.632089,线下-便利店,沃尔玛,家居,3,40.24,731.47
R00065,2025/10/17,浙江省,杭州市,拱墅区,19,1901,190102,30.269508,120.157298,线下-大卖场,沃尔玛,日用品,6,360.61,2192.19
R00066,2025/10/26,河南省,郑州市,金水区,18,1801,180101,34.701889,113.578868,线下-便利店,盒马鲜生,家居,5,975.6,1055.21
R00067,2025/9/23,河南省,郑州市,郑东新区,18,1801,180105,34.807962,113.538745,线上-即时零售,盒马鲜生,零食,2,1174.64,1465.68
R00068,2025/11/13,广东省,广州市,番禺区,16,1601,160105,22.952037,113.205124,线下-大卖场,大润发,饮料,5,1185.65,544.44
R00069,2025/9/25,福建省,厦门市,集美区,21,2101,210103,24.403849,117.947657,线上-电商,沃尔玛,零食,1,852.82,1535.26
R00070,2025/10/11,陕西省,西安市,碑林区,24,2401,240102,34.414719,108.849262,线下-大卖场,大润发,饮料,6,604.21,1196.33
R00071,2025/10/23,福建省,厦门市,同安区,21,2101,210105,24.502168,118.079786,线下-便利店,大润发,日用品,6,1002.79,652.75
R00072,2025/10/25,江苏省,南京市,雨花台区,17,1701,170105,32.025192,118.726436,线上-电商,盒马鲜生,日用品,7,1342.97,644.85
R00073,2025/11/14,重庆市,重庆市,南岸区,23,2301,230103,29.581807,106.664438,线下-便利店,盒马鲜生,饮料,5,744.6,1908.95
R00074,2025/10/14,广东省,深圳市,宝安区,16,1602,160204,22.565533,113.862493,线上-电商,沃尔玛,零食,6,622.24,0.0
R00075,2025/9/14,浙江省,杭州市,滨江区,19,1901,190104,30.324018,120.163423,线下-便利店,大润发,日用品,5,565.83,1451.46
R00076,2025/9/23,陕西省,西安市,莲湖区,24,2401,240103,34.167437,108.827145,线下-便利店,盒马鲜生,家居,5,832.56,1100.07
R00077,2025/10/5,福建省,厦门市,湖里区,21,2101,210102,24.544391,118.071451,线下-便利店,大润发,日用品,3,880.02,701.42
R00078,2025/9/22,上海市,上海市,闵行区,11,1101,110102,31.236843,121.480998,线下-便利店,大润发,饮料,3,1385.28,1434.75
R00079,2025/10/30,广东省,深圳市,宝安区,16,1602,160204,22.557476,114.078277,线下-专卖店,盒马鲜生,饮料,2,876.38,1032.37
R00080,2025/11/28,辽宁省,沈阳市,大东区,22,2201,220104,41.917583,123.557841,线下-便利店,沃尔玛,饮料,5,1128.44,1254.34
R00081,2025/11/5,天津市,天津市,和平区,14,1401,140101,38.954235,116.974689,线下-便利店,盒马鲜生,饮料,4,1279.06,1032.12
R00082,2025/9/29,四川省,成都市,锦江区,13,1301,130101,30.598428,104.084509,线上-即时零售,盒马鲜生,家居,2,684.44,366.26
R00083,2025/11/13,四川省,成都市,高新区,13,1301,130105,30.56907,104.220903,线上-即时零售,盒马鲜生,日用品,6,337.36,628.97
R00084,2025/9/2,辽宁省,沈阳市,铁西区,22,2201,220105,41.757631,123.541287,线上-电商,大润发,生鲜,4,134.25,1738.58
R00085,2025/9/27,辽宁省,沈阳市,大东区,22,2201,220104,41.99015,123.506484,线下-便利店,盒马鲜生,饮料,4,1065.11,1236.23
R00086,2025/11/1,福建省,厦门市,同安区,21,2101,210105,24.228479,118.122656,线上-电商,沃尔玛,生鲜,1,1220.21,1596.19
R00087,2025/11/7,浙江省,杭州市,拱墅区,19,1901,190102,30.210999,120.172175,线下-便利店,家乐福,饮料,2,0.0,0.0
R00088,2025/10/6,广东省,广州市,越秀区,16,1601,160102,23.201795,113.190642,线上-电商,家乐福,饮料,3,577.3,942.76
R00089,2025/10/22,湖北省,武汉市,汉阳区,20,2001,200103,30.575718,114.251888,线下-便利店,盒马鲜生,家居,6,208.87,1261.27
R00090,2025/10/21,天津市,天津市,滨海新区,14,1401,140105,39.00984,117.183958,线上-即时零售,沃尔玛,日用品,4,158.09,2291.91
R00091,2025/9/22,北京市,北京市,西城区,12,1201,120103,39.97907,116.341801,线上-电商,家乐福,生鲜,4,945.79,1232.89
R00092,2025/11/2,湖北省,武汉市,青山区,20,2001,200105,30.59344,114.363445,线下-专卖店,沃尔玛,饮料,5,864.13,735.06
R00093,2025/10/2,湖北省,武汉市,汉阳区,20,2001,200103,30.614215,114.28737,线上-电商,沃尔玛,生鲜,5,603.52,679.96
R00094,2025/10/21,陕西省,西安市,长安区,24,2401,240105,34.390736,108.921346,线上-即时零售,沃尔玛,日用品,2,456.12,2187.25
R00095,2025/11/13,上海市,上海市,静安区,11,1101,110104,31.223649,121.501502,线上-即时零售,沃尔玛,生鲜,3,561.93,1607.86
R00096,2025/10/21,江苏省,南京市,建邺区,17,1701,170102,31.907776,118.900552,线下-便利店,沃尔玛,日用品,4,923.19,1328.2
R00097,2025/9/16,福建省,厦门市,海沧区,21,2101,210104,24.53104,118.124582,线上-电商,盒马鲜生,日用品,2,100.86,1566.03
R00098,2025/12/15,北京市,北京市,西城区,12,1201,120103,39.98369,116.376706,线上-电商,家乐福,日用品,4,4.3,1404.96
R00099,2025/9/9,福建省,厦门市,思明区,21,2101,210101,24.533188,118.056237,线下-大卖场,盒马鲜生,生鲜,2,489.54,1268.81
R00100,2025/11/20,广东省,广州市,白云区,16,1601,160104,23.158919,113.254534,线下-专卖店,家乐福,饮料,2,693.93,473.9
R00101,2025/11/26,福建省,厦门市,集美区,21,2101,210103,24.421762,118.09439,线上-电商,大润发,日用品,4,66.07,462.32
R00102,2025/11/30,福建省,厦门市,湖里区,21,2101,210102,24.293983,118.018223,线下-大卖场,大润发,家居,4,321.49,1060.35
R00103,2025/10/16,山东省,济南市,天桥区,15,1501,150104,36.452187,116.947677,线上-即时零售,大润发,生鲜,3,644.01,1119.78
R00104,2025/9/21,河南省,郑州市,中原区,18,1801,180102,34.726985,113.57822,线上-电商,大润发,家居,8,0.0,1093.55
R00105,2025/11/22,福建省,厦门市,思明区,21,2101,210101,24.487848,118.038336,线下-便利店,大润发,饮料,6,1022.23,2201.45
R00106,2025/11/12,重庆市,重庆市,南岸区,23,2301,230103,29.560404,106.540657,线上-电商,沃尔玛,饮料,3,866.15,1226.66
R00107,2025/10/29,江苏省,南京市,秦淮区,17,1701,170104,32.046436,118.761879,线下-便利店,家乐福,日用品,4,1301.53,561.04
R00108,2025/11/19,浙江省,杭州市,萧山区,19,1901,190105,30.28703,120.225174,线下-专卖店,大润发,家居,4,854.05,1327.44
R00109,2025/9/23,江苏省,南京市,建邺区,17,1701,170102,32.071911,118.803523,线下-便利店,家乐福,家居,3,729.06,1068.27
R00110,2025/12/4,陕西省,西安市,长安区,24,2401,240105,34.408163,109.117454,线下-便利店,大润发,家居,5,850.68,805.33
R00111,2025/12/7,四川省,成都市,青羊区,13,1301,130102,30.541485,104.04092,线上-电商,大润发,日用品,2,856.5,941.02
R00112,2025/10/12,辽宁省,沈阳市,皇姑区,22,2201,220103,41.843229,123.436768,线下-专卖店,大润发,饮料,6,1563.6,1286.98
R00113,2025/10/9,湖北省,武汉市,洪山区,20,2001,200104,30.62167,114.296504,线上-电商,家乐福,零食,5,1232.61,467.87
R00114,2025/9/30,福建省,厦门市,思明区,21,2101,210101,24.464794,118.069274,线下-便利店,家乐福,家居,6,0.0,1183.6
R00115,2025/11/7,山东省,济南市,历城区,15,1501,150105,36.554303,117.037574,线下-专卖店,沃尔玛,饮料,6,997.75,862.92
R00116,2025/10/9,辽宁省,沈阳市,铁西区,22,2201,220105,41.742049,123.485943,线下-便利店,家乐福,零食,4,1100.81,1314.71
R00117,2025/11/13,广东省,深圳市,南山区,16,1602,160201,22.595672,114.136964,线下-便利店,家乐福,零食,6,0.0,1032.03
R00118,2025/10/24,辽宁省,沈阳市,沈河区,22,2201,220102,41.801013,123.459815,线下-便利店,大润发,饮料,5,214.4,1463.45
R00119,2025/12/11,福建省,厦门市,同安区,21,2101,210105,24.504565,118.059581,线上-即时零售,沃尔玛,家居,6,729.95,723.56
R00120,2025/12/7,江苏省,南京市,建邺区,17,1701,170102,31.996994,118.745481,线下-大卖场,沃尔玛,日用品,2,1188.91,975.77
R00121,2025/9/5,北京市,北京市,丰台区,12,1201,120105,39.80479,116.338728,线上-电商,大润发,家居,4,836.66,567.68
R00122,2025/11/6,四川省,成都市,锦江区,13,1301,130101,30.573851,104.095287,线下-专卖店,大润发,零食,4,2052.7,2.44
R00123,2025/12/6,广东省,广州市,天河区,16,1601,160101,23.17167,113.351291,线上-即时零售,大润发,生鲜,4,1434.8,156.24
R00124,2025/10/30,湖北省,武汉市,洪山区,20,2001,200104,30.572732,114.315478,线下-专卖店,大润发,家居,2,1176.28,1174.23
R00125,2025/9/30,福建省,厦门市,同安区,21,2101,210105,24.45311,118.02339,线下-大卖场,盒马鲜生,日用品,2,1067.1,1298.01
R00126,2025/12/13,湖北省,武汉市,青山区,20,2001,200105,30.608255,114.339646,线上-电商,大润发,日用品,4,652.18,6.24
R00127,2025/11/2,浙江省,杭州市,萧山区,19,1901,190105,30.332265,120.161103,线下-便利店,家乐福,日用品,3,361.68,1137.33
R00128,2025/9/17,辽宁省,沈阳市,和平区,22,2201,220101,41.77756,123.461136,线上-电商,盒马鲜生,生鲜,4,880.26,468.88
R00129,2025/11/15,广东省,深圳市,福田区,16,1602,160202,22.527994,114.068938,线下-大卖场,家乐福,生鲜,5,638.23,975.3
R00130,2025/9/29,四川省,成都市,武侯区,13,1301,130103,30.571023,104.013404,线下-便利店,大润发,零食,4,980.21,941.24
R00131,2025/10/17,四川省,成都市,锦江区,13,1301,130101,30.610371,104.040918,线上-即时零售,大润发,零食,6,1555.08,1065.59
R00132,2025/10/27,山东省,济南市,市中区,15,1501,150102,36.640478,116.954726,线下-大卖场,大润发,家居,5,1530.53,833.95
R00133,2025/9/25,浙江省,杭州市,拱墅区,19,1901,190102,30.253011,120.175135,线下-大卖场,大润发,家居,2,222.27,1033.72
R00134,2025/9/3,河南省,郑州市,郑东新区,18,1801,180105,34.661076,113.67047,线下-便利店,沃尔玛,家居,3,1362.23,1086.18
R00135,2025/9/9,湖北省,武汉市,汉阳区,20,2001,200103,30.438624,114.381628,线下-便利店,大润发,零食,4,1241.4,1616.73
R00136,2025/11/11,辽宁省,沈阳市,皇姑区,22,2201,220103,41.846399,123.388359,线下-大卖场,大润发,日用品,5,1533.05,2092.78
R00137,2025/10/21,河南省,郑州市,郑东新区,18,1801,180105,34.753573,113.64083,线上-即时零售,盒马鲜生,饮料,5,788.02,934.91
R00138,2025/12/6,北京市,北京市,海淀区,12,1201,120102,39.901756,116.37626,线下-专卖店,盒马鲜生,日用品,4,912.25,300.33
R00139,2025/12/12,陕西省,西安市,未央区,24,2401,240104,34.233317,108.902995,线上-即时零售,大润发,饮料,7,742.64,407.49
R00140,2025/11/12,江苏省,南京市,鼓楼区,17,1701,170101,32.066281,118.808092,线下-便利店,大润发,生鲜,3,99.91,511.41
R00141,2025/11/1,湖北省,武汉市,青山区,20,2001,200105,30.603429,114.326896,线下-专卖店,大润发,家居,3,1420.31,319.32
R00142,2025/9/12,福建省,厦门市,海沧区,21,2101,210104,24.479149,118.139458,线上-电商,盒马鲜生,生鲜,5,983.74,941.13
R00143,2025/10/23,广东省,深圳市,龙岗区,16,1602,160205,22.468752,114.016596,线上-电商,家乐福,零食,4,150.4,1399.09
R00144,2025/12/3,北京市,北京市,海淀区,12,1201,120102,39.944869,116.383219,线下-专卖店,沃尔玛,生鲜,7,442.0,1049.11
R00145,2025/12/7,辽宁省,沈阳市,大东区,22,2201,220104,41.794634,123.434278,线下-大卖场,家乐福,家居,6,1185.62,854.0
R00146,2025/9/15,辽宁省,沈阳市,沈河区,22,2201,220102,41.818621,123.574264,线下-专卖店,大润发,零食,2,882.88,1044.01
R00147,2025/10/7,河南省,郑州市,金水区,18,1801,180101,34.771534,113.319543,线上-即时零售,沃尔玛,家居,3,1029.57,809.89
R00148,2025/9/28,天津市,天津市,南开区,14,1401,140103,39.102051,117.165747,线下-便利店,沃尔玛,家居,4,585.36,2395.95
R00149,2025/9/11,四川省,成都市,高新区,13,1301,130105,30.570686,104.091758,线下-便利店,盒马鲜生,家居,1,985.38,1039.49
R00150,2025/10/7,天津市,天津市,河西区,14,1401,140102,39.054149,117.154257,线下-便利店,盒马鲜生,饮料,4,926.45,344.67
R00151,2025/9/20,天津市,天津市,滨海新区,14,1401,140105,39.199262,117.413681,线上-电商,盒马鲜生,生鲜,3,956.91,879.31
R00152,2025/10/29,陕西省,西安市,长安区,24,2401,240105,34.347216,108.922659,线上-即时零售,盒马鲜生,家居,2,750.56,734.61
R00153,2025/12/4,江苏省,南京市,雨花台区,17,1701,170105,32.159362,118.841099,线下-专卖店,大润发,零食,3,296.11,1284.02
R00154,2025/11/24,辽宁省,沈阳市,沈河区,22,2201,220102,41.815625,123.325237,线下-便利店,家乐福,零食,2,336.68,0.0
R00155,2025/10/25,辽宁省,沈阳市,大东区,22,2201,220104,41.864858,123.298483,线下-便利店,沃尔玛,饮料,3,1142.67,806.26
R00156,2025/11/28,广东省,广州市,白云区,16,1601,160104,23.11513,113.252584,线下-大卖场,家乐福,零食,7,456.85,763.98
R00157,2025/11/3,上海市,上海市,静安区,11,1101,110104,31.238579,121.449859,线下-专卖店,沃尔玛,家居,2,1394.98,0.0
R00158,2025/12/14,湖北省,武汉市,汉口(江汉区),20,2001,200102,30.601685,114.316194,线下-专卖店,大润发,零食,5,570.9,1426.94
R00159,2025/11/14,辽宁省,沈阳市,大东区,22,2201,220104,41.795857,123.458798,线上-即时零售,家乐福,生鲜,5,0.0,241.73
R00160,2025/10/3,湖北省,武汉市,汉阳区,20,2001,200103,30.7643,114.41537,线上-即时零售,家乐福,饮料,5,0.0,799.78
R00161,2025/11/13,山东省,济南市,槐荫区,15,1501,150103,36.725165,117.176797,线上-电商,大润发,家居,2,473.54,204.9
R00162,2025/11/26,山东省,济南市,历下区,15,1501,150101,36.523482,116.794482,线下-大卖场,家乐福,生鲜,5,359.6,853.52
R00163,2025/11/14,江苏省,南京市,鼓楼区,17,1701,170101,32.042088,118.830244,线下-便利店,盒马鲜生,零食,6,1571.11,947.17
R00164,2025/9/29,湖北省,武汉市,青山区,20,2001,200105,30.573551,114.412731,线下-大卖场,大润发,饮料,3,142.88,817.27
R00165,2025/12/4,陕西省,西安市,碑林区,24,2401,240102,34.327085,108.918953,线上-即时零售,家乐福,家居,3,821.64,929.74
R00166,2025/10/24,浙江省,杭州市,滨江区,19,1901,190104,30.312178,120.08645,线上-电商,家乐福,家居,5,1725.13,1005.13
R00167,2025/9/21,浙江省,杭州市,萧山区,19,1901,190105,30.279609,120.183437,线下-大卖场,大润发,生鲜,4,1416.52,1152.45
R00168,2025/9/26,浙江省,杭州市,滨江区,19,1901,190104,30.400196,120.132123,线下-专卖店,家乐福,零食,7,1344.82,1616.86
R00169,2025/11/13,河南省,郑州市,管城回族区,18,1801,180104,34.762456,113.6478,线下-便利店,大润发,家居,3,1617.54,684.41
R00170,2025/10/2,辽宁省,沈阳市,皇姑区,22,2201,220103,41.816884,123.475901,线上-即时零售,盒马鲜生,家居,5,381.48,584.77
R00171,2025/9/18,陕西省,西安市,雁塔区,24,2401,240101,34.413706,108.736919,线上-电商,家乐福,日用品,3,1061.46,1179.34
R00172,2025/12/13,广东省,深圳市,龙岗区,16,1602,160205,22.504603,114.028315,线下-便利店,盒马鲜生,生鲜,4,234.25,561.76
R00173,2025/10/30,福建省,厦门市,湖里区,21,2101,210102,24.513274,118.083017,线上-即时零售,大润发,零食,5,1184.3,1610.75
R00174,2025/9/30,四川省,成都市,锦江区,13,1301,130101,30.483901,104.206809,线上-电商,沃尔玛,日用品,6,1412.05,1058.38
R00175,2025/10/25,辽宁省,沈阳市,大东区,22,2201,220104,41.864764,123.473463,线下-便利店,大润发,饮料,3,1057.68,648.62
R00176,2025/12/13,江苏省,南京市,雨花台区,17,1701,170105,32.149388,118.751495,线上-电商,家乐福,生鲜,3,1177.92,458.1
R00177,2025/9/30,四川省,成都市,武侯区,13,1301,130103,30.518508,104.132873,线上-电商,盒马鲜生,家居,7,360.63,522.14
R00178,2025/9/14,福建省,厦门市,湖里区,21,2101,210102,24.5189,118.173513,线上-即时零售,盒马鲜生,饮料,3,911.18,74.13
R00179,2025/11/12,福建省,厦门市,海沧区,21,2101,210104,24.438274,118.054042,线下-便利店,沃尔玛,日用品,5,74.0,1132.36
R00180,2025/10/19,辽宁省,沈阳市,皇姑区,22,2201,220103,41.957275,123.435289,线上-电商,大润发,家居,7,914.42,983.01
R00181,2025/11/19,广东省,深圳市,宝安区,16,1602,160204,22.550327,114.067314,线上-电商,盒马鲜生,零食,6,455.64,1271.63
R00182,2025/11/5,陕西省,西安市,碑林区,24,2401,240102,34.326903,108.963115,线上-电商,沃尔玛,家居,2,967.56,911.35
R00183,2025/10/11,山东省,济南市,天桥区,15,1501,150104,36.65148,117.075907,线下-大卖场,沃尔玛,生鲜,3,723.18,473.4
R00184,2025/12/1,四川省,成都市,锦江区,13,1301,130101,30.573776,104.053865,线下-便利店,盒马鲜生,生鲜,5,535.99,569.62
R00185,2025/10/30,江苏省,南京市,雨花台区,17,1701,170105,32.118691,118.633301,线下-专卖店,沃尔玛,饮料,5,884.22,370.18
R00186,2025/11/26,山东省,济南市,历下区,15,1501,150101,36.491169,116.91853,线上-电商,沃尔玛,饮料,3,1492.61,1287.06
R00187,2025/11/19,辽宁省,沈阳市,皇姑区,22,2201,220103,41.778069,123.413222,线下-便利店,大润发,日用品,5,1339.7,967.03
R00188,2025/12/10,上海市,上海市,徐汇区,11,1101,110103,31.193835,121.513365,线下-大卖场,家乐福,零食,1,0.0,1684.76
R00189,2025/11/25,河南省,郑州市,管城回族区,18,1801,180104,34.761234,113.65037,线上-电商,大润发,饮料,4,449.64,1085.52
R00190,2025/9/5,北京市,北京市,朝阳区,12,1201,120101,39.876522,116.314063,线下-便利店,沃尔玛,生鲜,5,21.72,1059.7
R00191,2025/12/8,上海市,上海市,黄浦区,11,1101,110105,31.22971,121.504216,线下-专卖店,沃尔玛,家居,3,700.44,705.36
R00192,2025/9/29,福建省,厦门市,湖里区,21,2101,210102,24.494768,118.10255,线下-便利店,沃尔玛,家居,4,554.67,2282.12
R00193,2025/11/14,重庆市,重庆市,南岸区,23,2301,230103,29.559021,106.599314,线下-大卖场,家乐福,饮料,3,757.76,1007.57
R00194,2025/11/11,江苏省,南京市,建邺区,17,1701,170102,32.130653,118.745506,线下-大卖场,家乐福,饮料,4,372.64,1441.02
R00195,2025/12/9,湖北省,武汉市,青山区,20,2001,200105,30.571111,114.346279,线上-电商,家乐福,生鲜,6,939.07,145.95
R00196,2025/11/5,重庆市,重庆市,九龙坡区,23,2301,230105,29.582431,106.570465,线下-专卖店,盒马鲜生,饮料,2,173.62,941.16
